STATION,LAT,LON,ALT,PARAMETER,YEAR,MONTH,DAY,HOUR,AVERAGING_PERIOD,CONCENTRATION,UNITS
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,0,1,23.403650283813477,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,1,1,22.708539962768555,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,2,1,21.91119384765625,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,3,1,21.52213478088379,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,4,1,22.205175399780273,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,5,1,22.735164642333984,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,6,1,25.203067779541016,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,7,1,25.920331954956055,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,8,1,27.16343116760254,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,9,1,28.32557487487793,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,10,1,29.099365234375,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,11,1,30.62448501586914,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,12,1,30.433204650878906,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,13,1,29.975635528564453,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,14,1,29.352088928222656,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,15,1,29.141719818115234,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,16,1,29.17739486694336,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,17,1,29.152257919311523,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,18,1,29.477725982666016,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,19,1,29.92243003845215,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,20,1,29.507822036743164,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,21,1,29.02536392211914,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,22,1,28.7032470703125,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,9,23,1,27.739282608032227,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,0,1,22.82892417907715,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,1,1,22.69327735900879,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,2,1,22.59694480895996,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,3,1,21.842330932617188,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,4,1,21.496868133544922,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,5,1,22.307329177856445,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,6,1,23.15603256225586,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,7,1,23.579092025756836,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,8,1,23.225399017333984,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,9,1,23.867361068725586,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,10,1,25.05028533935547,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,11,1,25.465534210205078,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,12,1,27.04471206665039,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,13,1,28.0125732421875,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,14,1,30.18886947631836,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,15,1,30.436803817749023,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,16,1,32.416481018066406,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,17,1,32.838321685791016,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,18,1,32.33725357055664,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,19,1,31.16641616821289,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,20,1,29.808849334716797,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,21,1,28.178264617919922,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,22,1,26.309480667114258,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,9,23,1,24.59316062927246,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,9,0,1,28.169069290161133,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,9,1,1,27.73908805847168,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,9,2,1,28.69757652282715,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,9,3,1,28.578845977783203,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,9,4,1,28.952781677246094,ug/m3
