STATION;LAT;LON;ALT;PARAMETER;YEAR;MONTH;DAY;HOUR;AVERAGING_PERIOD;CONCENTRATION;UNITS
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;0;1;20.56591033935547;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;1;1;19.863557815551758;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;2;1;19.061128616333008;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;3;1;18.333110809326172;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;4;1;18.77431869506836;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;5;1;18.995019912719727;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;6;1;20.895980834960938;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;7;1;21.06641960144043;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;8;1;21.654970169067383;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;9;1;22.34550666809082;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;10;1;22.962038040161133;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;11;1;23.66765022277832;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;12;1;23.234355926513672;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;13;1;22.123727798461914;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;14;1;21.415407180786133;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;15;1;21.41434097290039;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;16;1;21.816133499145508;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;17;1;22.349754333496094;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;18;1;23.368276596069336;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;19;1;24.29265594482422;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;20;1;24.586217880249023;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;21;1;24.463966369628906;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;22;1;24.549406051635742;ug/m3
Station81;6.4369602;-75.3303986;1;pm25;2019;3;12;23;1;23.721996307373047;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;0;1;23.328676223754883;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;1;1;22.726186752319336;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;2;1;23.835742950439453;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;3;1;24.81488609313965;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;4;1;26.612138748168945;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;5;1;30.219085693359375;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;6;1;33.831642150878906;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;7;1;37.68425369262695;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;8;1;40.92733383178711;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;9;1;45.58421325683594;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;10;1;49.75398635864258;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;11;1;52.972015380859375;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;12;1;55.54277801513672;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;13;1;56.30027389526367;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;14;1;58.07241439819336;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;15;1;57.573822021484375;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;16;1;58.52300262451172;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;17;1;58.00448989868164;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;18;1;56.21443176269531;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;19;1;52.457313537597656;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;20;1;48.05476760864258;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;21;1;43.213035583496094;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;22;1;37.61175537109375;ug/m3
Station3;6.3790379;-75.4509125;1;pm25;2019;3;12;23;1;32.52236557006836;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;0;1;19.07652473449707;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;1;1;17.82771873474121;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;2;1;18.225021362304688;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;3;1;18.443620681762695;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;4;1;19.11326026916504;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;5;1;19.83041000366211;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;6;1;21.143239974975586;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;7;1;22.80202865600586;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;8;1;23.863059997558594;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;9;1;26.104679107666016;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;10;1;27.2734432220459;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;11;1;29.258808135986328;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;12;1;30.890775680541992;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;13;1;32.19852828979492;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;14;1;34.10560607910156;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;15;1;35.3624267578125;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;16;1;36.4138069152832;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;17;1;36.815948486328125;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;18;1;35.47524642944336;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;19;1;34.01670455932617;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;20;1;30.99014663696289;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;21;1;27.137414932250977;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;22;1;23.88364601135254;ug/m3
Station82;6.3453598;-75.5047531;1;pm25;2019;3;12;23;1;22.144193649291992;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;0;1;22.171659469604492;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;1;1;20.9571533203125;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;2;1;20.53982925415039;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;3;1;19.859010696411133;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;4;1;20.456363677978516;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;5;1;21.518909454345703;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;6;1;21.650110244750977;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;7;1;22.13680076599121;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;8;1;22.028892517089844;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;9;1;22.493778228759766;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;10;1;21.622270584106445;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;11;1;22.083803176879883;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;12;1;22.40744972229004;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;13;1;23.805259704589844;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;14;1;25.77174949645996;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;15;1;27.181711196899414;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;16;1;29.548250198364258;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;17;1;30.75401496887207;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;18;1;31.6395263671875;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;19;1;31.63258934020996;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;20;1;31.5793399810791;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;21;1;30.347482681274414;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;22;1;29.00861167907715;ug/m3
Station87;6.3375502;-75.5678024;1;pm25;2019;3;12;23;1;27.08271026611328;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;0;1;20.387588500976562;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;1;1;19.770267486572266;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;2;1;19.53923225402832;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;3;1;21.374887466430664;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;4;1;24.380970001220703;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;5;1;28.745004653930664;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;6;1;32.60062026977539;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;7;1;35.104644775390625;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;8;1;36.00838088989258;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;9;1;35.469547271728516;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;10;1;34.66487503051758;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;11;1;33.466705322265625;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;12;1;33.45824432373047;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;13;1;33.8177375793457;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;14;1;34.95469665527344;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;15;1;36.799800872802734;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;16;1;38.22332763671875;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;17;1;39.36701583862305;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;18;1;39.269649505615234;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;19;1;37.775901794433594;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;20;1;34.19150161743164;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;21;1;30.03022003173828;ug/m3
Station86;6.2904805999999995;-75.5555191;1;pm25;2019;3;12;22;1;27.072023391723633;ug/m3
