STATION,LAT,LON,ALT,PARAMETER,YEAR,MONTH,DAY,HOUR,AVERAGING_PERIOD,CONCENTRATION,UNITS
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,0,1,18.525503158569336,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,1,1,19.784875869750977,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,2,1,20.07154083251953,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,3,1,20.839258193969727,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,4,1,20.933013916015625,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,5,1,21.259355545043945,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,6,1,21.695255279541016,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,7,1,21.293140411376953,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,8,1,20.954431533813477,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,9,1,21.623754501342773,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,10,1,22.25068473815918,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,11,1,23.20067024230957,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,12,1,24.029542922973633,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,13,1,25.707592010498047,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,14,1,25.908796310424805,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,15,1,26.15877914428711,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,16,1,25.44940948486328,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,17,1,24.09312629699707,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,18,1,23.439674377441406,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,19,1,21.444896697998047,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,20,1,20.182241439819336,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,21,1,19.09888458251953,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,22,1,18.392101287841797,ug/m3
Station81,6.4369602,-75.3303986,1,pm5,2019,3,11,23,1,18.197866439819336,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,0,1,20.569381713867188,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,1,1,21.04629135131836,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,2,1,22.230224609375,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,3,1,23.318571090698242,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,4,1,23.710927963256836,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,5,1,24.625782012939453,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,6,1,25.82944679260254,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,7,1,26.54190444946289,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,8,1,27.73470687866211,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,9,1,28.30054473876953,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,10,1,29.784854888916016,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,11,1,31.203710556030273,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,12,1,31.209735870361328,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,13,1,30.96140480041504,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,14,1,30.682147979736328,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,15,1,29.050525665283203,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,16,1,26.190784454345703,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,17,1,24.603647232055664,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,18,1,21.74722671508789,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,19,1,20.437732696533203,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,20,1,19.80679702758789,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,21,1,19.097150802612305,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,22,1,19.1993350982666,ug/m3
Station3,6.3790379,-75.4509125,1,pm5,2019,3,11,23,1,19.653894424438477,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,0,1,19.319982528686523,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,1,1,19.690202713012695,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,2,1,20.011798858642578,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,3,1,20.761796951293945,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,4,1,21.378589630126953,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,5,1,21.840747833251953,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,6,1,22.998388290405273,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,7,1,23.674131393432617,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,8,1,24.74825668334961,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,9,1,26.387130737304688,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,10,1,27.522390365600586,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,11,1,28.31901741027832,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,12,1,28.23862648010254,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,13,1,28.568443298339844,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,14,1,28.425060272216797,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,15,1,27.97313117980957,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,16,1,27.259170532226562,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,17,1,25.60396957397461,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,18,1,25.570825576782227,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,19,1,23.74722671508789,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,20,1,23.025346755981445,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,21,1,22.026447296142578,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,22,1,21.11582374572754,ug/m3
Station82,6.3453598,-75.5047531,1,pm5,2019,3,11,23,1,21.23406410217285,ug/m3
Station87,6.3375502,-75.5678024,1,pm5,2019,3,11,0,1,17.023149490356445,ug/m3
